Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Foraging.Aquatic,Foraging.Terrestrial,Foraging.Arboreal,Foraging.Stratum.Source,Foraging.Stratum.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Tayassu_pecari,NA,yes,Cetartiodactyla,Tayassuidae,32233.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"1,2",NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Mega-groups,NA,1,rooting,,,1,NA
Hyemoschus_aquaticus,NA,yes,Cetartiodactyla,Tragulidae,10850,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Dasypus_bellus,NA,yes,Cingulata,CingulataFam,17680,Reported,"Davis, M. 2017. What North America‰Û¡Ì_åÁÌÎÌùÌ´åÈs skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,omnivore,3,3,3,Estimated Expert Species,"McDonald, H. G. (2005). Paleoecology of Extinct Xenarthrans and the Great American Biotic Interchange. Bulletin of the Florida Museum of Natural History, 45(4), 313â€“333.",Omnivore,Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,2,2,NA,NA,NA,NA,NA,Digging/burrowing,Comparison to extant relatives; morphology,,,NA
Doedicurus_clavicaudatus,NA,yes,Cingulata,CingulataFam,1468000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Isotopes (C13+N15) Genus,"Bocherens, H., Cotte, M., Bonini, R. A., Straccia, P., Scian, D., Soibelzon, L., & Prevosti, F. J. (2017). Isotopic insight on paleodiet of extinct Pleistocene megafaunal Xenarthrans from Argentina. Gondwana Research, 48, 7-14. https://doi.org/10.1016/J.GR.2017.04.003","Very high isotopic value suggesting grazing, or unusual feeding morphology. They use Î´13Ccoll and Î´13Capatite",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",1,1,0,Bocherens et al. 2017,"High isotopic values suggest aquatic diet, and ichnosites show presence in 1 marshland in South America (McDonald 2005)",Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Eutatus_seguini,NA,yes,Cingulata,CingulataFam,144400,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,1,3,0,Estimated Craniodental Genus,"Vizcaino, S. F., & Bargo, M. S. (1998). The masticatory apparatus of the armadillo Eutatus (Mammalia, Cingulata) and some allied genera: paleobiology and evolution. Paleobiology 24(3), 371-383. Retrieved from http://www.jstor.org/stable/2401086",Most likely a selective browser,Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Glyptodon_clavipes,NA,yes,Cingulata,CingulataFam,2.00E+06,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,2,0,Estimated Isotopes (C13) + Dental wear (mesowear) Species,"de Melo Franca, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.EARSCIREV.2014.10.006 ; ï»¿Saarinen, J., & Karme, A. (2017). Tooth wear and diets of extant and fossil xenarthrans (Mammalia, Xenarthra) â€“ Applying a new mesowear approach. Palaeogeography, Palaeoclimatology, Palaeoecology, 476, 42â€“54. https://doi.org/10.1016/J.PALAEO.2017.03.027","Strong indication of grazing preference, but a mixed feeder in closed canopy environments; data only given for genus. Sclerocalyptus also reported (as a similar grazer with browse ability, but taxa is not in our taxonomy. Vizcaino et al. 2011 Ameghiniana found that Glyptdon was a selective feeder whereas the rest of the group were bulk feeders based on relative muzzle width, hypsodonty index, and dental occlusal surface area. ",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",1,1,0,Bocherens et al. 2017,"High isotopic values suggest aquatic diet, and ichnosites show presence in 1 marshland in South America (McDonald 2005)",Mouth,Croft 2016,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Glyptodon_reticulatus,NA,yes,Cingulata,CingulataFam,862000,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,2,0,Estimated Isotopes (C13) Genus,"de Melo Franca, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.EARSCIREV.2014.10.006 ; ï»¿Saarinen, J., & Karme, A. (2017). Tooth wear and diets of extant and fossil xenarthrans (Mammalia, Xenarthra) â€“ Applying a new mesowear approach. Palaeogeography, Palaeoclimatology, Palaeoecology, 476, 42â€“54. https://doi.org/10.1016/J.PALAEO.2017.03.027","Strong indication of grazing preference, but a mixed feeder in closed canopy environments; data only given for genus. Sclerocalyptus also reported (as a similar grazer with browse ability, but taxa is not in our taxonomy. Vizcaino et al. 2011 Ameghiniana found that Glyptdon was a selective feeder whereas the rest of the group were bulk feeders based on relative muzzle width, hypsodonty index, and dental occlusal surface area. ",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",1,1,0,Bocherens et al. 2017,"High isotopic values suggest aquatic diet, and ichnosites show presence in 1 marshland in South America (McDonald 2005)",Mouth,Croft 2016,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Glyptotherium_cylindricum,NA,yes,Cingulata,CingulataFam,562650,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",Glyptotherium_floridanum,Smithsonian Contributions to Paleobiology 40: 1981,grazer,3,1,0,Estimated Isotopes (C13+018) Genus,"Perez-Crespo, V. A., Cabrales-Arroyo, J., Alva-Valdivia, L. M., Morales-Puente, P., & Cienfuegos-Alvarado, E. (2012). Diet and habitat definitions for Mexican glyptodonts from Cedral (San Luis PotosÃ_, MÃ©xico) based on stable isotope analysis. Geol. Mag, 149(1), 153â€“157. https://doi.org/10.1017/S0016756811000951","Primarily a grazer, but also browse",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",1,1,0,Gillette and Ray 1981,"Gillette and Ray (1981) argued, based on co-occurrence with fossil capybaras, that these were aquatic grazers. However, biomechanic evidence suggets their feet were too small (Fariña 2005)",Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,open areas near springs (Perez-Crespo et al. 2012)
Glyptotherium_floridanum,NA,yes,Cingulata,CingulataFam,1100000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,1,0,Estimated Isotopes (C13+018) Genus,"Perez-Crespo, V. A., Cabrales-Arroyo, J., Alva-Valdivia, L. M., Morales-Puente, P., & Cienfuegos-Alvarado, E. (2012). Diet and habitat definitions for Mexican glyptodonts from Cedral (San Luis PotosÃ_, MÃ©xico) based on stable isotope analysis. Geol. Mag, 149(1), 153â€“157. https://doi.org/10.1017/S0016756811000951","Primarily a grazer, but also browse",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",1,1,0,Gillette and Ray 1981,"Gillette and Ray (1981) argued, based on co-occurrence with fossil capybaras, that these were aquatic grazers. However, biomechanic evidence suggets their feet were too small (Fariña 2005)",Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,open areas near springs (Perez-Crespo et al. 2012)
Holmesina_occidentalis,NA,yes,Cingulata,CingulataFam,2.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & VizcaÃ_no, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""Grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Croft 2016,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Holmesina_paulacoutoi,NA,yes,Cingulata,CingulataFam,125000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & VizcaÃ_no, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""Grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Croft 2016,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Holmesina_septentrionalis,NA,yes,Cingulata,CingulataFam,216270,Reported,"Davis, M. 2017. What North America‰Û¡Ì_åÁÌÎÌùÌ´åÈs skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,grazer,3,1,0,Estimated Craniodental Species,"McDonald, H. G. (2005). Paleoecology of Extinct Xenarthrans and the Great American Biotic Interchange. Bulletin of the Florida Museum of Natural History, 45(4), 313â€“333.","""Primarily a grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Hoplophorus_euphractus,NA,yes,Cingulata,CingulataFam,280000,Reported,Ecological Archives E084-094 (2003),NA,NA,omnivore,3,0,2,Estimated Expert Species,"Dantas, M. A. T., & Cozzuol, M. A. (2016). The Brazilian Intertropical Fauna from 60 to About 10 ka B.P.: Taxonomy, Dating, Diet, and Paleoenvironments. In Marine Isotope Stage 3 in Southern South America, 60 KA B.P.-30 KA B.P. (pp. 207â€“226). Springer, Cham. https://doi.org/10.1007/978-3-319-40000-6_12","""Grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,Inferred,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Neosclerocalyptus_paskoenis,NA,yes,Cingulata,CingulataFam,2.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,2,0,Estimated Isotopes (C13) Genus,"de Melo Franca, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.EARSCIREV.2014.10.006","Strong indication of grazing preference, but a mixed feeder in closed canopy environments; data only given for genus. Reported as Sclerocalyptus",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,"Unique, unknown, proboscis?",Fernicola et al. 2012,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Neuryurus_trabeculatus,NA,yes,Cingulata,CingulataFam,311000,Reported,Ameghiniana 48: 305-319 (2011),NA,NA,grazer,3,1,0,Estimated Craniodental Genus,"Vizcaino, S. F., Cassini, G. H., Fernicola, J. C., & Bargo, M. S. (2011). Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, Xenarthra). Ameghiniana, 48(3), 305-319.","""bulk feeders in relatively open environments""; note that this craniodental material is listed as cf. Neuryurus",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Pachyarmatherium_brasiliense,NA,no,Cingulata,CingulataFam,133697.6,Estimated based on equation from minimum mediolateral diameter of femur shaft,"de O. Porpino, K., et al. 2009. A new cingulate (Mammalia: Xenarthra), Pachyarmatherium brasiliense sp. nov., from the Late Pleistocene of Northeastern Brazil. Journal of Vertebrate Paleontology 29:881-893.",NA,"Biknevicius, A. R. 1999. Body mass estimation in armoured mammals: cautions and encouragements for the use of parameters from the appendicular skeleton. Journal of Zoology 248:179-187.",omnivore,1,0,3,Imputed,No data found,"Dantas and Cozzuol 2016 claim myrmecophagous, Svenning and Faurby 2017 claim herbivore",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Pampatherium_humboldti,NA,yes,Cingulata,CingulataFam,150000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & Vizcaino, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""Grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Pampatherium_typum,NA,yes,Cingulata,CingulataFam,2.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & Vizcaino, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""Grazer""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Panochthus_tuberculatus,NA,yes,Cingulata,CingulataFam,1061000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Craniodental Species,"Vizcaino, S. F., Cassini, G. H., Fernicola, J. C., & Bargo, M. S. (2011). Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, Xenarthra). Ameghiniana, 48(3), 305-319.","""bulk feeder in open environments""",Hindgut_unknown,Hindgut Colon,1,Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",0,1,0,Inferred from absence of evidence,NA,Mouth,NA,Plantigrade,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
